Ursprungspfad;Vorgeschlagener_Wiki_Ordner;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005283_an,mut_Kosmetik.md;Kosmetik & Pflege;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005286_Emanto_Chemie.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005287_Hygienic&Medic,_Inh._Mustafa_â„¢zbicer.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005288_White_beauty&h,_&_healthcare_GmbH.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005290_teveno-medi.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005291_Zirbenkugel.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005292_M.C.S._ConPharm_GmbH.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005295_Cannify_Pharma.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005296_macleods_pharmaceuticals_ltd.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005297_stuwa.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005298_VERTANICAL.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005299_Net_media.md;Dienstleister;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005300_Laia's_Protein,.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005302_BestMediCos.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005303_Lifestyle_Conc,_(haftungsbeschränkt).md;Dienstleister;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005304_Rath.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005305_Sims_Vertr.f.med.Geräte.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005308_BECKSCHULTE.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005309_Vita-Confort.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005311_Katje_Fassin.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005312_UVEX_SAFETY_&_Co._KG.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005315_Weedo_Lifestyle.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005316_CBD'S_Finest_Inh._Florian_Aprilia.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005318_Defeon_Werbemittel.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005319_YesBalance.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005320_activa_medica.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005321_Breathe_Solut,.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005322_Promotion_Pets.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005323_Eveana_(haftungsbeschränkt).md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005324_Hs-Activa.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005325_smileStudio.md;Dienstleister;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005327_Medway_Intern,.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005328_Panacea_Biotec_Germany_GmbH.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005330_BSF_Nutrition.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005331_Carl_Zeiss_Vis,.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005332_KAP3_Premium_P,_UG_(haftungsbeschränkt).md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005334_Pure_Planet.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005335_Biotanicals.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005336_Pharmact_Holding_AG.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005337_Zunderschwamm_GmbH.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005338_Global_Thinking_Inh._Erika_Schmidt.md;Dienstleister;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005339_Mom_to_Mom_UG_(haftungsbeschränkt).md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005340_Wundmed.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005341_Lautergold.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005343_MedMaXX_Harris,.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005344_Niyok.md;Kosmetik & Pflege;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005345_Smart_Sleep.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005346_CTG_China_Trad,.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005347_NZV_FOODS_Einzelhandel_mit_Honig_und.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005351_Natur_Pur_Vers,.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005352_Dr,_Sonntag.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005353_BBE_Solutions_Inh._Carl_Nicolai_Heinze.md;Dienstleister;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005354_NecTech_Intern,.md;Dienstleister;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005355_Maier_Pharma_Vertrieb_GmbH.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005356_PaNiKa_(haftungsbeschränkt).md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005361_ADCS_Systems_e.K.md;Dienstleister;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005363_Purefy.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005364_Ossenberg.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005365_Procena.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005366_Herosan_Health,.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005367_Meiser_Med,.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005368_Allgäu_OTC_Apothekenvertrieb.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005369_Playbrush.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005370_Edel_Germany.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005372_BNY_Export-Imp,.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005373_LETS_Inh._Taylan_Elmas.md;Dienstleister;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005374_Macleods_Pharma.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005376_doletra_Health_Inh._Anna_Kutter.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005377_PillBase.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005378_DK_medical_GmbH.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005379_Janus_Medica_GmbH.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005380_Attract.md;Dienstleister;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005381_Bundesm,Gesundh_Abteilung_1_Referat_115.md;Regulierung & Behörden;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005382_MED,Hilfsm,Ried_Riedel_GmbH.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005383_Anika_Ther,.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005384_Manukanuka.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005385_balmyou_Oliver_Tuna_Kurtz.md;Kosmetik & Pflege;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005386_Naturkosm,Kont,_Corby_McLaughin_Alfred_Witz.md;Kosmetik & Pflege;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005387_ZauZau.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005389_AMETAS_medical_GmbH.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005390_Sani-Pharm_(haftungsbeschränkt).md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005392_Acendis_Aesth,.md;Kosmetik & Pflege;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005393_Honey_&_Pearls_Inh._Dr._med._Volkher_Zähres.md;Kosmetik & Pflege;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005394_Inspiration_M,.md;Dienstleister;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005395_care_impuls_GmbH_-_CIV_-.md;Kosmetik & Pflege;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005397_CBD_Heilpfl,V,_GmbH.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005399_Algena_Health_Inh._Angela_Stark.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005401_CD-DessousUBSSy_Inh._Rosemarie_Ehrenthaler.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005402_Amarys.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005404_Lissner_Qi.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005405_Dos_Medical.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005406_deucin.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005407_Basu_Healthcare.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005409_Bolan-Home-F,.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005410_Ostsee-Prob,.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005411_Bodys_Perfect.md;Kosmetik & Pflege;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005414_Hygiene_Rakus.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005415_Hatex_AS.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005416_fameditec.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005417_Hydro_Chemie_S,_Süd_GmbH_&_Co._KG.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005418_Pharmadrug_Int,.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005419_pharmaand_GmbH.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005422_Synverdis.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005426_Kluba_Medical.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005427_Bisinger.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005428_Med_Aesthetik_Inh._Rosemarie_Keßler.md;Kosmetik & Pflege;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005429_bava_medical_GmbH.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005430_Adana_Pharma_GmbH.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005431_WE-Medical.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005433_Sativia.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005434_Insenio.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005435_Lenus_Pharma.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005436_Fosun_Pharma.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005438_Pliwa_Hygiene.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005439_Materia_Deutschland_GmbH.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005441_Suns_Care.md;Kosmetik & Pflege;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005442_Elisabeth_Ruhr.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005443_Xyndet_Cosmetic_GmbH.md;Kosmetik & Pflege;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005444_alephSana_GmbH.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005445_RH_Rheinl,Hanf.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005446_martens-medical.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005451_Cobea.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005452_Genericon_m.b.H.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005453_Detools.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005455_mediparts.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005456_Drapalin.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005457_HEYDAY_AG.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005459_Zestonics.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005460_Chugai_Pharma_Germany_GmbH.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005461_Derma-Futur_Inh._Yu_Sun.md;Kosmetik & Pflege;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005462_Wildwux.md;Kosmetik & Pflege;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005463_MR_Handel.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005464_Bosch_Laborat,.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005465_DHM_Dr._Dr._Matthias_Trennheuser_UG.md;Dienstleister;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005466_Diktyo_Ellinik,_E.E.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005467_Gesundheitsthe,.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005468_Telomit.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005469_Fackelmann.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005470_Gen,Orph.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005471_InnoEssent,_GmbH.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005472_omega3zone.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005473_Bavarian_Sweets.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005474_Schmidt-Philipp_Geschäftsbereich_TRICUTIS.md;Kosmetik & Pflege;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005475_OFM.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005484_Immedica_Pharma.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005485_Biomes_NEM.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005486_Kefaia_Trade_e.K.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005489_Novoselect.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005490_PlantTec_Medic,.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005492_Amoi_Naturel_Inh._Alima_Hatz_Ouattara.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005493_FN+P_Handels_GmbH.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005494_AVP_Antiviral-P_GmbH_&_Co._KG.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005495_Dulanda.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005496_NextForce.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005497_PharmaCare_Eu,.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005499_Vigonation.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005502_NEW_VITAMIN_GUMMIES_YOU_CB_GmbH.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005503_Sentias.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005504_Evolsin_medical_UG_(haftungsbeschränkt).md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005505_SQ_Deutschland.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005506_Rocco.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005511_MH_medical_hemp.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005512_Stadt-Apotheke_Dr._Phar._Valentin_Schlieper_e.K.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005513_Bathera_GmbH.md;Kosmetik & Pflege;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005514_Anton_Kunze_Inh._Charlotte_Rehberg.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005515_Endower.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005517_MamiLab_AG.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005518_German_Capital.md;Dienstleister;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005520_Bodensee_Pharma.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005521_Goodscare.md;Kosmetik & Pflege;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005522_HM_Herbamedica_Pharmazeutischer_Großhändler.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005523_Maltison_Johannes_Kingma.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005524_Acon_Labor,.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005525_Wellster_Group_GmbH.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005526_Maharishi,Ayur,_Ayurveda_Europe_B.V.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005528_Practomed_UG_UG_(haftungsbeschränkt).md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005529_FGW3.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005530_FUN_FACTORY.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005531_DOCTIME_Inh._Demissie_Tewodros.md;Dienstleister;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005532_IFC.md;Dienstleister;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005533_COSMOS_CORDES_Vertretungs-_und_Vertriebsgesellschaft.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005534_Andjana_Medical_UG_(haftungsbeschränkt).md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005535_Betachek_GmbH_Diabetes_Care.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005536_Human_Gesells,_und_Diagnostica_mbH.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005537_Green_Medicals_Deutschland_GmbH.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005539_medVie.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005542_Medoderm_GmbH.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005544_MBG_Foodservice.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005545_Skyvell.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005546_Cignus_Healthc,.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005547_KINGFA_SCI_&_TE_(Europe)_GmbH.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005548_BioMedicals.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005549_NUTS_Innovation.md;Dienstleister;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005550_Biologic_und_Umweltschutz_mbH_&_Co._KG.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005551_Purmeo_Nahrungsergänzungsmittel.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005554_Hemp_For_Help_z._HD._Herrn_Jiri_Studnicky.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005555_Medical_CNBS®_Pharma_GmbH.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005558_CeBeMED_GmbH_Inh._Simon_Guillermo_Max_Wohlfarth.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005559_Enecta.md;Nahrungsergänzung & Wellness;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005561_OrganiCup_z.Hd._Fiona_Liyen_Boller.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005562_Renturi_Dtl,.md;Handel & Produkte (Divers);;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005563_Kerr.md;Pharma & Medizin;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005565_MP_Med.md;Pharma & Gesundheit;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005566_Aaravex.md;Pharma & Gesundheit;;
C:\CodexProjekte\FirmenApp\Projekt\Ausgabedaten\MD\50005567_GRÜNTUN.md;Pharma & Gesundheit;;
